# from: https://chisel.weirdgloop.org/
id,name,configName,exchangeable,members,stackable,values,examine,weight,actInv,actWorld,params,notedId,placeholderId,model,category
193,Zamorak brew(1),1dosepotionofzamorak,TRUE,TRUE,0,125,1 dose of Zamorak brew.,20,"Drink, Empty, Drop",Take,14,194,19355,2621,69
194,null,cert_1dosepotionofzamorak,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,193,-1,0,0
195,Potion,acne_potion,FALSE,FALSE,0,1,This is meant to be good for spots.,25,Drop,Take,,196,15270,2789,69
196,null,cert_acne_potion,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,195,-1,0,0
197,Poison chalice,poison_chalice,TRUE,TRUE,0,20,A cup of a strange brew...,56,"Drink, Drop",Take,,198,15271,2639,69
198,null,cert_poison_chalice,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,197,-1,0,0
199,Grimy guam leaf,unidentified_guam,TRUE,TRUE,0,13,It needs cleaning.,7,"Clean, Drop",Take,,200,15196,28192,773
200,null,cert_unidentified_guam,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,199,-1,0,0
201,Grimy marrentill,unidentified_marentill,TRUE,TRUE,0,14,It needs cleaning.,7,"Clean, Drop",Take,,202,15197,28192,773
202,null,cert_unidentified_marentill,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,201,-1,0,0
203,Grimy tarromin,unidentified_tarromin,TRUE,TRUE,0,15,It needs cleaning.,7,"Clean, Drop",Take,,204,15198,28192,773
204,null,cert_unidentified_tarromin,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,203,-1,0,0
205,Grimy harralander,unidentified_harralander,TRUE,TRUE,0,16,It needs cleaning.,7,"Clean, Drop",Take,,206,15199,28192,773
206,null,cert_unidentified_harralander,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,205,-1,0,0
207,Grimy ranarr weed,unidentified_ranarr,TRUE,TRUE,0,30,It needs cleaning.,7,"Clean, Drop",Take,,208,15200,28192,773
208,null,cert_unidentified_ranarr,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,207,-1,0,0
209,Grimy irit leaf,unidentified_irit,TRUE,TRUE,0,17,It needs cleaning.,7,"Clean, Drop",Take,,210,15201,28192,773
210,null,cert_unidentified_irit,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,209,-1,0,0
211,Grimy avantoe,unidentified_avantoe,TRUE,TRUE,0,18,It needs cleaning.,7,"Clean, Drop",Take,,212,15202,28192,773
212,null,cert_unidentified_avantoe,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,211,-1,0,0
213,Grimy kwuarm,unidentified_kwuarm,TRUE,TRUE,0,20,It needs cleaning.,7,"Clean, Drop",Take,,214,15204,28192,773
214,null,cert_unidentified_kwuarm,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,213,-1,0,0
215,Grimy cadantine,unidentified_cadantine,TRUE,TRUE,0,22,It needs cleaning.,7,"Clean, Drop",Take,,216,15205,28192,773
216,null,cert_unidentified_cadantine,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,215,-1,0,0
217,Grimy dwarf weed,unidentified_dwarf_weed,TRUE,TRUE,0,24,It needs cleaning.,7,"Clean, Drop",Take,,218,15207,28192,773
218,null,cert_unidentified_dwarf_weed,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,217,-1,0,0
219,Grimy torstol,unidentified_torstol,TRUE,TRUE,0,25,It needs cleaning.,7,"Clean, Drop",Take,,220,15208,28192,773
220,null,cert_unidentified_torstol,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,219,-1,0,0
221,Eye of newt,eye_of_newt,TRUE,FALSE,0,3,It seems to be looking at me.,7,Drop,Take,,222,15241,2520,0
222,null,cert_eye_of_newt,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,221,-1,0,0
223,Red spiders' eggs,red_spiders_eggs,TRUE,FALSE,0,7,Ewww!,7,Drop,Take,,224,15242,2343,0
224,null,cert_red_spiders_eggs,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,223,-1,0,0
225,Limpwurt root,limpwurt_root,TRUE,FALSE,0,7,The root of a limpwurt plant.,7,Drop,Take,,226,15243,7221,0
226,null,cert_limpwurt_root,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,225,-1,0,0
227,Vial of water,vial_water,TRUE,FALSE,0,2,A glass vial containing water.,20,"Empty, Drop",Take,,228,15244,2789,69
228,null,cert_vial_water,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,227,-1,0,0
229,Vial,vial_empty,TRUE,FALSE,0,2,An empty glass vial.,15,Drop,Take,,230,15245,2747,0
230,null,cert_vial_empty,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,229,-1,0,0
231,Snape grass,snape_grass,TRUE,TRUE,0,10,Strange spiky grass.,7,Drop,Take,,232,15246,2440,0
232,null,cert_snape_grass,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,231,-1,0,0
233,Pestle and mortar,pestle_and_mortar,TRUE,TRUE,0,4,I can grind things for potions in this.,56,Drop,Take,,234,15247,2682,0
234,null,cert_pestle_and_mortar,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,233,-1,0,0
235,Unicorn horn dust,unicorn_horn_dust,TRUE,TRUE,0,20,Finely ground horn of Unicorn.,7,Drop,Take,,236,15248,2742,0
236,null,cert_unicorn_horn_dust,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,235,-1,0,0
237,Unicorn horn,unicorn_horn,TRUE,TRUE,0,20,This horn has restorative properties.,7,Drop,Take,,238,15249,2495,0
238,null,cert_unicorn_horn,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,237,-1,0,0
239,White berries,white_berries,TRUE,TRUE,0,10,"Sour berries, used in potions.",7,Drop,Take,,240,15250,2358,0
240,null,cert_white_berries,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,239,-1,0,0
241,Dragon scale dust,dragon_scale_dust,TRUE,TRUE,0,52,Finely ground scale of Dragon.,7,Drop,Take,,242,15251,2742,0
242,null,cert_dragon_scale_dust,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,241,-1,0,0
243,Blue dragon scale,blue_dragon_scale,TRUE,TRUE,0,50,A large shiny scale.,10,Drop,Take,,244,15252,2761,0
244,null,cert_blue_dragon_scale,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,243,-1,0,0
245,Wine of zamorak,wine_of_zamorak,TRUE,FALSE,0,1,An evil wine for an evil god.,85,Drop,Take,,246,15253,2390,0
246,null,cert_wine_of_zamorak,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,245,-1,0,0
247,Jangerberries,jangerberries,TRUE,TRUE,0,1,They don't look very ripe.,7,"Eat, Drop",Take,,248,15254,2358,86
248,null,cert_jangerberries,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,247,-1,0,0
249,Guam leaf,guam_leaf,TRUE,TRUE,0,3,A bitter green herb.,7,Drop,Take,,250,15215,2364,774
250,null,cert_guam_leaf,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,249,-1,0,0
251,Marrentill,marentill,TRUE,TRUE,0,5,A herb used in poison cures.,7,Drop,Take,,252,15216,2364,774
252,null,cert_marentill,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,251,-1,0,0
253,Tarromin,tarromin,TRUE,TRUE,0,11,A useful herb.,7,Drop,Take,,254,15217,2364,774
254,null,cert_tarromin,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,253,-1,0,0
255,Harralander,harralander,TRUE,TRUE,0,20,A useful herb.,7,Drop,Take,,256,15218,2364,774
256,null,cert_harralander,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,255,-1,0,0
257,Ranarr weed,ranarr_weed,TRUE,TRUE,0,25,A useful herb.,7,Drop,Take,,258,15219,2364,774
258,null,cert_ranarr_weed,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,257,-1,0,0
259,Irit leaf,irit_leaf,TRUE,TRUE,0,40,A useful herb.,7,Drop,Take,,260,15220,2364,774
260,null,cert_irit_leaf,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,259,-1,0,0
261,Avantoe,avantoe,TRUE,TRUE,0,48,A useful herb.,7,Drop,Take,,262,15221,2364,774
262,null,cert_avantoe,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,261,-1,0,0
263,Kwuarm,kwuarm,TRUE,TRUE,0,54,A powerful herb.,7,Drop,Take,,264,15223,2364,774
264,null,cert_kwuarm,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,263,-1,0,0
265,Cadantine,cadantine,TRUE,TRUE,0,65,A powerful herb.,7,Drop,Take,,266,15224,2364,774
266,null,cert_cadantine,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,265,-1,0,0
267,Dwarf weed,dwarf_weed,TRUE,TRUE,0,70,A powerful herb.,7,Drop,Take,,268,15226,2364,774
268,null,cert_dwarf_weed,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,267,-1,0,0
269,Torstol,torstol,TRUE,TRUE,0,75,A powerful herb.,7,Drop,Take,,270,15227,2364,774
270,null,cert_torstol,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,269,-1,0,0
271,Pressure gauge,pressure_gauge,FALSE,FALSE,0,1,It looks like part of a machine.,56,Drop,Take,,-1,16547,2681,0
272,Fish food,fish_food,TRUE,FALSE,0,1,Keeps your pet fish strong and healthy.,28,Drop,Take,,2478,16548,2815,0
273,Poison,poison,TRUE,FALSE,0,1,This stuff looks nasty.,20,Drop,Take,,2479,16549,2714,0
274,Poisoned fish food,poisoned_fish_food,FALSE,FALSE,0,1,Doesn't seem very nice to the poor fishes.,30,Drop,Take,,-1,16550,2815,0
275,Key,closet_key,FALSE,FALSE,0,1,A slightly smelly key (Used in the Ernest the Chicken quest).,10,Drop,Take,,-1,16551,2372,0
276,Rubber tube,rubber_tube,FALSE,FALSE,0,3,It's slightly charred.,28,Drop,Take,,-1,16552,2463,0
277,Oil can,oil_can,FALSE,FALSE,0,3,It's pretty full.,28,Drop,Take,,-1,16553,2466,0
278,Cattleprod,cattleprod,FALSE,TRUE,0,3,A sharp cattleprod.,453,"Equip, Drop",Take,"4, 2, -4, 1, 0, 0, 0, 0, 1, 0, 3, 0, 0, 4",-1,16879,2700,25
279,Sheep feed,poisoned_feed,FALSE,TRUE,0,3,Councillor Halgrive gave me this to kill some sheep.,2267,Drop,Take,,-1,16880,2650,0
280,Sheep bones (1),sheepbonesa,FALSE,TRUE,0,1,The suspicious-looking remains of a suspicious-looking sheep.,1360,Drop,Take,,-1,-1,2674,0
281,Sheep bones (2),sheepbonesb,FALSE,TRUE,0,1,The suspicious-looking remains of a suspicious-looking sheep.,1360,Drop,Take,,-1,-1,2674,0
282,Sheep bones (3),sheepbonesc,FALSE,TRUE,0,1,The suspicious-looking remains of a suspicious-looking sheep.,1360,Drop,Take,,-1,-1,2674,0
283,Sheep bones (4),sheepbonesd,FALSE,TRUE,0,1,The suspicious-looking remains of a suspicious-looking sheep.,1360,Drop,Take,,-1,-1,2674,0
284,Plague jacket,plague_jacket,FALSE,TRUE,0,50,"This should protect me from the plague, I hope!",2721,"Wear, Drop",Take,,-1,16881,2446,0
285,Plague trousers,plague_trousers,FALSE,TRUE,0,50,"These should protect me from the plague, I hope!",2267,"Wear, Drop",Take,,-1,16882,8360,0
286,Orange goblin mail,goblin_armour_orange,FALSE,FALSE,0,40,Some orange armour designed to fit goblins.,3628,"Wear, Drop",Take,,-1,16420,24514,528
287,Blue goblin mail,goblin_armour_darkblue,FALSE,FALSE,0,40,Some blue armour designed to fit goblins.,3628,"Wear, Drop",Take,,-1,16421,24514,528
288,Goblin mail,goblin_armour,TRUE,FALSE,0,40,Some brown armour designed to fit goblins.,3628,"Wear, Drop",Take,,289,16428,24514,528
289,null,cert_goblin_armour,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,288,-1,0,0
290,Research package,research_package,FALSE,FALSE,0,30,This contains some vital research.,907,Destroy,Take,1,-1,17731,2426,0
291,Research notes,research_notes,FALSE,FALSE,0,30,They seem to be written in some kind of code.,28,Destroy,Take,1,-1,17732,2600,0
292,Book on baxtorian,baxtorian_book_waterfall_quest,FALSE,TRUE,0,2,A book on elven history in northern Gielinor.,510,"Read, Drop",Take,,-1,16972,2794,1328
293,Key,golrie_key_waterfall_quest,FALSE,TRUE,0,1,I found this in a cave beneath the Tree Gnome Village (used in the Waterfall Quest).,10,Drop,Take,,-1,16973,2372,0
294,Glarial's pebble,glarials_pebble_waterfall_quest,FALSE,TRUE,0,1,A small pebble with elven inscription.,10,Drop,Take,,-1,16974,2701,0
295,Glarial's amulet,glarials_amulet_waterfall_quest,FALSE,TRUE,0,1,A bright green gem set in a necklace.,10,"Wear, Drop",Take,,-1,16975,2515,0
296,Glarial's urn,glarials_urn_full_waterfall_quest,FALSE,TRUE,0,1,An urn containing Glarial's ashes.,141,Drop,Take,,-1,16976,2704,0
297,Glarial's urn (empty),glarials_urn_empty_waterfall_quest,FALSE,TRUE,0,1,An empty urn made for Glarial's ashes.,85,Drop,Take,,-1,16977,2704,0
298,Key,baxtorian_key_waterfall_quest,FALSE,TRUE,0,1,I found this within Baxtorian Falls (used in the Waterfall Quest).,10,Drop,Take,,-1,16978,2372,0
299,Mithril seeds,mithril_seed,TRUE,TRUE,1,200,Magical seeds in a mithril case.,0,"Plant, Drop",Take,,-1,16979,2381,2004
300,Rat's tail,rats_tail,FALSE,FALSE,0,3,A bit of rat.,3,Drop,Take,,-1,17197,2751,0
301,Lobster pot,lobster_pot,TRUE,FALSE,0,20,Useful for catching lobsters.,255,Drop,Take,,302,15432,2663,0
302,null,cert_lobster_pot,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,301,-1,0,0
303,Small fishing net,net,TRUE,FALSE,0,5,Useful for catching small fish.,4535,Drop,Take,,304,15433,2403,0
304,null,cert_net,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,303,-1,0,0
305,Big fishing net,big_net,TRUE,TRUE,0,20,Useful for catching lots of fish.,8164,Drop,Take,,306,15434,2626,0
306,null,cert_big_net,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,305,-1,0,0
307,Fishing rod,fishing_rod,TRUE,FALSE,0,5,Useful for catching sardine or herring.,1360,Drop,Take,,308,15435,2828,0
308,null,cert_fishing_rod,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,307,-1,0,0
309,Fly fishing rod,fly_fishing_rod,TRUE,FALSE,0,5,Useful for catching salmon or trout.,1360,Drop,Take,,310,15436,2695,0
310,null,cert_fly_fishing_rod,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,309,-1,0,0
311,Harpoon,harpoon,TRUE,FALSE,0,5,Useful for catching really big fish.,1360,Drop,Take,,312,15437,2469,0
312,null,cert_harpoon,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,311,-1,0,0
313,Fishing bait,fishing_bait,TRUE,FALSE,1,3,For use with a fishing rod.,0,Drop,Take,,-1,15438,2436,0
314,Feather,feather,TRUE,FALSE,1,2,Used for fly fishing.,0,Drop,Take,,-1,15439,2476,532
315,Shrimps,shrimp,TRUE,FALSE,0,5,Some nicely cooked shrimp.,100,"Eat, Drop",Take,,316,15440,2590,58
316,null,cert_shrimp,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,315,-1,0,0
317,Raw shrimps,raw_shrimp,TRUE,FALSE,0,5,I should try cooking this.,120,Drop,Take,,318,15441,2590,57
318,null,cert_raw_shrimp,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,317,-1,0,0
319,Anchovies,anchovies,TRUE,FALSE,0,15,Some nicely cooked anchovies.,100,"Eat, Drop",Take,,320,15442,2590,58
320,null,cert_anchovies,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,319,-1,0,0
321,Raw anchovies,raw_anchovies,TRUE,FALSE,0,15,I should try cooking this.,120,Drop,Take,,322,15443,2590,57
322,null,cert_raw_anchovies,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,321,-1,0,0
323,Burnt fish,burntfish1,FALSE,FALSE,0,1,Oops!,80,Drop,Take,,324,-1,2590,116
324,null,cert_burntfish1,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,323,-1,0,0
325,Sardine,sardine,TRUE,FALSE,0,10,Some nicely cooked sardines.,120,"Eat, Drop",Take,,326,15444,2357,58
326,null,cert_sardine,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,325,-1,0,0
327,Raw sardine,raw_sardine,TRUE,FALSE,0,10,I should try cooking this.,140,Drop,Take,,328,15445,2357,57
328,null,cert_raw_sardine,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,327,-1,0,0
329,Salmon,salmon,TRUE,FALSE,0,30,Some nicely cooked salmon.,500,"Eat, Drop",Take,,330,15446,2354,58
330,null,cert_salmon,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,329,-1,0,0
331,Raw salmon,raw_salmon,TRUE,FALSE,0,30,I should try cooking this.,550,Drop,Take,,332,15447,2354,57
332,null,cert_raw_salmon,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,331,-1,0,0
333,Trout,trout,TRUE,FALSE,0,10,Some nicely cooked trout.,400,"Eat, Drop",Take,,334,15448,2354,58
334,null,cert_trout,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,333,-1,0,0
335,Raw trout,raw_trout,TRUE,FALSE,0,10,I should try cooking this.,450,Drop,Take,,336,15449,2354,57
336,null,cert_raw_trout,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,335,-1,0,0
337,Giant carp,giant_carp,FALSE,TRUE,0,10,Some nicely cooked giant carp.,500,"Eat, Drop",Take,,-1,15450,2354,58
338,Raw giant carp,raw_giant_carp,FALSE,TRUE,0,10,I should try cooking this.,550,Drop,Take,,-1,15451,2354,57
339,Cod,cod,TRUE,TRUE,0,10,Some nicely cooked cod.,400,"Eat, Drop",Take,,340,15452,2354,58
340,null,cert_cod,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,339,-1,0,0
341,Raw cod,raw_cod,TRUE,TRUE,0,10,I should try cooking this.,450,Drop,Take,,342,15453,2354,57
342,null,cert_raw_cod,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,341,-1,0,0
343,Burnt fish,burntfish2,FALSE,FALSE,0,1,Oops!,350,Drop,Take,,344,-1,2354,116
344,null,cert_burntfish2,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,343,-1,0,0
345,Raw herring,raw_herring,TRUE,FALSE,0,10,I should try cooking this.,550,Drop,Take,,346,15454,2353,57
346,null,cert_raw_herring,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,345,-1,0,0
347,Herring,herring,TRUE,FALSE,0,10,Some nicely cooked herring.,500,"Eat, Drop",Take,,348,15455,2353,58
348,null,cert_herring,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,347,-1,0,0
349,Raw pike,raw_pike,TRUE,FALSE,0,20,I should try cooking this.,550,Drop,Take,,350,15456,2354,57
350,null,cert_raw_pike,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,349,-1,0,0
351,Pike,pike,TRUE,FALSE,0,20,Some nicely cooked pike.,500,"Eat, Drop",Take,,352,15457,2354,58
352,null,cert_pike,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,351,-1,0,0
353,Raw mackerel,raw_mackerel,TRUE,TRUE,0,15,I should try cooking this.,350,Drop,Take,,354,15458,2353,57
354,null,cert_raw_mackerel,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,353,-1,0,0
355,Mackerel,mackerel,TRUE,TRUE,0,15,Some nicely cooked mackerel.,300,"Eat, Drop",Take,,356,15459,2353,58
356,null,cert_mackerel,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,355,-1,0,0
357,Burnt fish,burntfish3,FALSE,FALSE,0,1,Oops!,300,Drop,Take,,358,-1,2353,116
358,null,cert_burntfish3,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,357,-1,0,0
359,Raw tuna,raw_tuna,TRUE,FALSE,0,40,I should try cooking this.,450,Drop,Take,,360,15460,2355,57
360,null,cert_raw_tuna,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,359,-1,0,0
361,Tuna,tuna,TRUE,FALSE,0,40,"Wow, this is a big fish.",400,"Eat, Drop",Take,,362,15461,2355,58
362,null,cert_tuna,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,361,-1,0,0
363,Raw bass,raw_bass,TRUE,TRUE,0,40,I should try cooking this.,400,Drop,Take,,364,15462,2355,57
364,null,cert_raw_bass,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,363,-1,0,0
365,Bass,bass,TRUE,TRUE,0,40,"Wow, this is a big fish.",350,"Eat, Drop",Take,,366,15463,2355,58
366,null,cert_bass,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,365,-1,0,0
367,Burnt fish,burntfish4,FALSE,FALSE,0,1,Oops!,300,Drop,Take,,368,-1,2355,116
368,null,cert_burntfish4,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,367,-1,0,0
369,Burnt fish,burntfish5,FALSE,FALSE,0,1,Oops!,300,Drop,Take,,370,-1,2357,116
370,null,cert_burntfish5,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,369,-1,0,0
371,Raw swordfish,raw_swordfish,TRUE,FALSE,0,80,I should try cooking this.,500,Drop,Take,,372,15464,2494,57
372,null,cert_raw_swordfish,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,371,-1,0,0
373,Swordfish,swordfish,TRUE,FALSE,0,80,I'd better be careful eating this!,450,"Eat, Drop",Take,1001,374,15465,2494,58
374,null,cert_swordfish,FALSE,FALSE,0,1,Swap this note at any bank for the equivalent item.,0,Drop,Take,,373,-1,0,0
